iou actual,iou at p=0,coordinates at t=0,coordinates at t=1,calculated coordinates
0.98483063082262,0.981095539245489,"tensor([[355., 186.],
        [432., 186.],
        [432., 226.],
        [355., 226.]], device='cuda:0', dtype=torch.float64)","tensor([[354.0702, 185.9118],
        [431.4922, 185.9118],
        [431.4922, 226.0929],
        [354.0702, 226.0929]], device='cuda:0', dtype=torch.float64)","tensor([[354.3382, 186.0042],
        [430.5764, 185.9967],
        [431.0329, 226.0068],
        [354.7947, 226.0143]], device='cuda:0', dtype=torch.float64)"
0.977962993569916,0.980585665241713,"tensor([[354., 186.],
        [431., 186.],
        [431., 226.],
        [354., 226.]], device='cuda:0', dtype=torch.float64)","tensor([[352.5840, 186.0598],
        [430.0450, 186.0598],
        [430.0450, 226.2610],
        [352.5840, 226.2610]], device='cuda:0', dtype=torch.float64)","tensor([[353.5124, 186.1297],
        [429.8166, 186.1378],
        [430.2714, 226.0145],
        [353.9672, 226.0063]], device='cuda:0', dtype=torch.float64)"
0.983235896545016,0.97992136099103,"tensor([[352., 186.],
        [429., 186.],
        [429., 226.],
        [352., 226.]], device='cuda:0', dtype=torch.float64)","tensor([[351.3252, 185.9011],
        [428.6949, 185.9011],
        [428.6949, 226.0550],
        [351.3252, 226.0550]], device='cuda:0', dtype=torch.float64)","tensor([[351.6516, 186.0463],
        [427.7527, 185.9326],
        [428.1554, 225.9013],
        [352.0543, 226.0150]], device='cuda:0', dtype=torch.float64)"
0.977104610400951,0.983500485279845,"tensor([[351., 186.],
        [428., 186.],
        [428., 226.],
        [351., 226.]], device='cuda:0', dtype=torch.float64)","tensor([[350.2765, 185.4733],
        [427.2312, 185.4733],
        [427.2312, 225.4118],
        [350.2765, 225.4118]], device='cuda:0', dtype=torch.float64)","tensor([[350.6479, 186.0127],
        [427.1888, 185.8891],
        [427.5419, 225.4753],
        [351.0010, 225.5989]], device='cuda:0', dtype=torch.float64)"
0.949692081348637,0.985404465689533,"tensor([[350., 185.],
        [427., 185.],
        [427., 225.],
        [350., 225.]], device='cuda:0', dtype=torch.float64)","tensor([[349.6016, 185.3686],
        [426.4468, 185.3686],
        [426.4468, 225.2503],
        [349.6016, 225.2503]], device='cuda:0', dtype=torch.float64)","tensor([[349.8306, 184.9233],
        [427.3186, 185.3699],
        [427.1229, 224.9279],
        [349.6349, 224.4812]], device='cuda:0', dtype=torch.float64)"
0.962140654780507,0.985981309529436,"tensor([[350., 186.],
        [424., 186.],
        [424., 224.],
        [350., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[349.2095, 185.7435],
        [424.5019, 185.7435],
        [424.5019, 224.8193],
        [349.2095, 224.8193]], device='cuda:0', dtype=torch.float64)","tensor([[349.8879, 185.9986],
        [423.2921, 185.9977],
        [423.3640, 223.8321],
        [349.9597, 223.8331]], device='cuda:0', dtype=torch.float64)"
0.971007215744116,0.985569209855812,"tensor([[349., 186.],
        [424., 186.],
        [424., 225.],
        [349., 225.]], device='cuda:0', dtype=torch.float64)","tensor([[348.7592, 185.6504],
        [423.2719, 185.6504],
        [423.2719, 224.3215],
        [348.7592, 224.3215]], device='cuda:0', dtype=torch.float64)","tensor([[348.9229, 185.9909],
        [423.4735, 185.9368],
        [423.5187, 224.7217],
        [348.9680, 224.7759]], device='cuda:0', dtype=torch.float64)"
0.983032587063741,0.98907476954592,"tensor([[348., 185.],
        [423., 185.],
        [423., 224.],
        [348., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[348.1546, 185.3593],
        [422.7048, 185.3593],
        [422.7048, 224.0499],
        [348.1546, 224.0499]], device='cuda:0', dtype=torch.float64)","tensor([[347.9086, 184.9523],
        [422.4704, 185.0117],
        [422.5428, 223.8941],
        [347.9810, 223.8347]], device='cuda:0', dtype=torch.float64)"
0.985054890867094,0.991578645457198,"tensor([[348., 185.],
        [422., 185.],
        [422., 224.],
        [348., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[347.4432, 185.1480],
        [422.1222, 185.1480],
        [422.1222, 223.9054],
        [347.4432, 223.9054]], device='cuda:0', dtype=torch.float64)","tensor([[347.9078, 184.9900],
        [421.5518, 184.9561],
        [421.6617, 223.9135],
        [348.0177, 223.9474]], device='cuda:0', dtype=torch.float64)"
0.986635640056059,0.995900239152716,"tensor([[347., 185.],
        [422., 185.],
        [422., 224.],
        [347., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[347.1116, 185.0480],
        [421.5611, 185.0480],
        [421.5611, 223.6863],
        [347.1116, 223.6863]], device='cuda:0', dtype=torch.float64)","tensor([[346.9485, 184.9790],
        [421.5654, 184.9885],
        [421.6163, 223.9867],
        [346.9993, 223.9773]], device='cuda:0', dtype=torch.float64)"
0.982360500670852,0.996557755213947,"tensor([[347., 185.],
        [422., 185.],
        [422., 224.],
        [347., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[346.8009, 185.0151],
        [421.2730, 185.0151],
        [421.2730, 223.6652],
        [346.8009, 223.6652]], device='cuda:0', dtype=torch.float64)","tensor([[346.9414, 184.9902],
        [421.9720, 184.9874],
        [421.9859, 223.9535],
        [346.9553, 223.9563]], device='cuda:0', dtype=torch.float64)"
0.979349454897994,0.996213038687187,"tensor([[347., 185.],
        [421., 185.],
        [421., 224.],
        [347., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[346.4355, 184.8003],
        [421.1831, 184.8003],
        [421.1831, 223.5934],
        [346.4355, 223.5934]], device='cuda:0', dtype=torch.float64)","tensor([[346.9730, 184.9843],
        [421.0756, 184.9783],
        [421.0551, 223.8770],
        [346.9525, 223.8831]], device='cuda:0', dtype=torch.float64)"
0.981749370980049,0.996582365003417,"tensor([[346., 185.],
        [421., 185.],
        [421., 224.],
        [346., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[346.3048, 184.8471],
        [420.9339, 184.8471],
        [420.9339, 223.5787],
        [346.3048, 223.5787]], device='cuda:0', dtype=torch.float64)","tensor([[345.9816, 185.0247],
        [420.9340, 185.0320],
        [420.9464, 224.0040],
        [345.9940, 223.9968]], device='cuda:0', dtype=torch.float64)"
0.976656987209168,0.991501163191582,"tensor([[346., 185.],
        [421., 185.],
        [421., 224.],
        [346., 224.]], device='cuda:0', dtype=torch.float64)","tensor([[346.0030, 184.7190],
        [420.7067, 184.7190],
        [420.7067, 223.4893],
        [346.0030, 223.4893]], device='cuda:0', dtype=torch.float64)","tensor([[345.9561, 184.9633],
        [420.7473, 184.9822],
        [420.8762, 223.8857],
        [346.0851, 223.8668]], device='cuda:0', dtype=torch.float64)"
0.967752483020461,0.979489929921513,"tensor([[346., 185.],
        [421., 185.],
        [421., 223.],
        [346., 223.]], device='cuda:0', dtype=torch.float64)","tensor([[345.5740, 184.1571],
        [420.4577, 184.1571],
        [420.4577, 223.0208],
        [345.5740, 223.0208]], device='cuda:0', dtype=torch.float64)","tensor([[345.9150, 184.8864],
        [420.6253, 184.9503],
        [420.7429, 222.5546],
        [346.0325, 222.4908]], device='cuda:0', dtype=torch.float64)"
0.977448331470437,0.986178869462109,"tensor([[345., 184.],
        [420., 184.],
        [420., 223.],
        [345., 223.]], device='cuda:0', dtype=torch.float64)","tensor([[345.2098, 183.4856],
        [419.9475, 183.4856],
        [419.9475, 222.2736],
        [345.2098, 222.2736]], device='cuda:0', dtype=torch.float64)","tensor([[344.8965, 183.9122],
        [419.5065, 183.9524],
        [419.6397, 222.4942],
        [345.0296, 222.4540]], device='cuda:0', dtype=torch.float64)"
0.974067924974205,0.989706814145997,"tensor([[345., 183.],
        [420., 183.],
        [420., 222.],
        [345., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[344.9003, 183.5240],
        [419.3849, 183.5240],
        [419.3849, 222.1806],
        [344.9003, 222.1806]], device='cuda:0', dtype=torch.float64)","tensor([[344.8342, 183.0484],
        [419.3169, 183.0477],
        [419.5846, 222.0035],
        [345.1019, 222.0042]], device='cuda:0', dtype=torch.float64)"
0.968952950144458,0.987107265715103,"tensor([[345., 184.],
        [419., 184.],
        [419., 222.],
        [345., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[344.1151, 183.8008],
        [418.5884, 183.8008],
        [418.5884, 222.4515],
        [344.1151, 222.4515]], device='cuda:0', dtype=torch.float64)","tensor([[344.9113, 184.1408],
        [418.2553, 184.1552],
        [418.3622, 222.0104],
        [345.0182, 221.9960]], device='cuda:0', dtype=torch.float64)"
0.982433565228291,0.987781574641295,"tensor([[344., 184.],
        [418., 184.],
        [418., 223.],
        [344., 223.]], device='cuda:0', dtype=torch.float64)","tensor([[343.2370, 184.0023],
        [417.7362, 184.0023],
        [417.7362, 222.6665],
        [343.2370, 222.6665]], device='cuda:0', dtype=torch.float64)","tensor([[343.8585, 184.0995],
        [417.1880, 184.1269],
        [417.3995, 223.0131],
        [344.0699, 222.9856]], device='cuda:0', dtype=torch.float64)"
0.922545208720635,0.984080290231052,"tensor([[343., 184.],
        [417., 184.],
        [417., 223.],
        [343., 223.]], device='cuda:0', dtype=torch.float64)","tensor([[339.9448, 182.9484],
        [414.4291, 182.9484],
        [414.4291, 221.6048],
        [339.9448, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[342.8315, 184.1667],
        [416.1285, 184.1762],
        [416.3893, 223.0174],
        [343.0923, 223.0080]], device='cuda:0', dtype=torch.float64)"
0.966133470932233,0.98148447577675,"tensor([[340., 183.],
        [414., 183.],
        [414., 222.],
        [340., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[339.9448, 182.9484],
        [414.4291, 182.9484],
        [414.4291, 221.6048],
        [339.9448, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[339.7938, 183.1232],
        [412.9638, 183.1389],
        [413.2048, 222.0165],
        [340.0348, 222.0007]], device='cuda:0', dtype=torch.float64)"
0.95171179976714,0.966960882059703,"tensor([[340., 183.],
        [414., 183.],
        [414., 222.],
        [340., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[339.9448, 182.9484],
        [414.4291, 182.9484],
        [414.4291, 221.6048],
        [339.9448, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[339.4752, 183.1994],
        [411.5411, 182.9791],
        [413.1884, 221.8528],
        [341.1225, 222.0731]], device='cuda:0', dtype=torch.float64)"
0.947023589196947,0.962258932062337,"tensor([[340., 183.],
        [414., 183.],
        [414., 222.],
        [340., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[339.9448, 182.9484],
        [414.4291, 182.9484],
        [414.4291, 221.6048],
        [339.9448, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[339.7442, 183.0829],
        [411.4320, 183.0546],
        [412.7021, 221.9730],
        [341.0143, 222.0012]], device='cuda:0', dtype=torch.float64)"
0.928860805860806,0.955570125506427,"tensor([[340., 183.],
        [414., 183.],
        [414., 222.],
        [340., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[335.9247, 182.9484],
        [412.8211, 182.9484],
        [412.8211, 221.6048],
        [335.9247, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[340.1297, 183.0218],
        [411.2640, 183.1992],
        [411.8838, 222.0855],
        [340.7495, 221.9081]], device='cuda:0', dtype=torch.float64)"
0.9520226439957,0.964462394418272,"tensor([[336., 183.],
        [413., 183.],
        [413., 222.],
        [336., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[334.3167, 182.9484],
        [408.8010, 182.9484],
        [408.8010, 221.6048],
        [334.3167, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[336.6125, 183.0003],
        [410.7892, 182.9927],
        [410.1333, 222.0226],
        [335.9566, 222.0302]], device='cuda:0', dtype=torch.float64)"
0.954965882236951,0.963758542203188,"tensor([[334., 183.],
        [408., 183.],
        [408., 222.],
        [334., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[333.5126, 182.9484],
        [408.8010, 182.9484],
        [408.8010, 221.6048],
        [333.5126, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[334.6134, 183.0867],
        [406.6347, 182.9937],
        [405.6873, 221.9284],
        [333.6660, 222.0214]], device='cuda:0', dtype=torch.float64)"
0.935035123395935,0.949428472462764,"tensor([[334., 183.],
        [408., 183.],
        [408., 222.],
        [334., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[333.5126, 182.9484],
        [407.9970, 182.9484],
        [407.9970, 221.6048],
        [333.5126, 221.6048]], device='cuda:0', dtype=torch.float64)","tensor([[333.9400, 182.9332],
        [405.4746, 183.6495],
        [405.9449, 222.0887],
        [334.4104, 221.3724]], device='cuda:0', dtype=torch.float64)"
0.94857542381234,0.947947490485837,"tensor([[330., 184.],
        [406., 184.],
        [406., 222.],
        [330., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[330.2965, 183.5936],
        [403.9769, 183.5936],
        [403.9769, 222.2500],
        [330.2965, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[330.0327, 183.9433],
        [402.2201, 184.2335],
        [402.8768, 222.0678],
        [330.6894, 221.7776]], device='cuda:0', dtype=torch.float64)"
0.935424502182558,0.954324772220075,"tensor([[330., 184.],
        [404., 184.],
        [404., 222.],
        [330., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[330.2965, 183.5936],
        [404.7809, 183.5936],
        [404.7809, 222.2500],
        [330.2965, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[329.7920, 184.1137],
        [400.7544, 183.9527],
        [401.5747, 221.7652],
        [330.6123, 221.9262]], device='cuda:0', dtype=torch.float64)"
0.94195978100125,0.955928646379853,"tensor([[330., 184.],
        [405., 184.],
        [405., 222.],
        [330., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[330.2965, 183.5936],
        [404.7809, 183.5936],
        [404.7809, 222.2500],
        [330.2965, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[329.1302, 184.1731],
        [401.9485, 184.1475],
        [403.6847, 221.9981],
        [330.8665, 222.0238]], device='cuda:0', dtype=torch.float64)"
0.928522003825511,0.949702903273562,"tensor([[330., 184.],
        [405., 184.],
        [405., 222.],
        [330., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[327.0805, 183.5936],
        [401.5648, 183.5936],
        [401.5648, 222.2500],
        [327.0805, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[329.6026, 184.0741],
        [402.2304, 184.8024],
        [403.0388, 222.1785],
        [330.4110, 221.4502]], device='cuda:0', dtype=torch.float64)"
0.927167847886713,0.952721955682448,"tensor([[327., 184.],
        [402., 184.],
        [402., 222.],
        [327., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[323.8644, 184.8839],
        [400.7608, 184.8839],
        [400.7608, 222.2500],
        [323.8644, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[327.2406, 183.9427],
        [398.5207, 184.0029],
        [398.0931, 222.0360],
        [326.8131, 221.9757]], device='cuda:0', dtype=torch.float64)"
0.965558258449064,0.968852912554655,"tensor([[324., 185.],
        [401., 185.],
        [401., 222.],
        [324., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[323.8644, 184.8839],
        [400.7608, 184.8839],
        [400.7608, 222.2500],
        [323.8644, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[323.8181, 184.9876],
        [398.8005, 184.9655],
        [398.8221, 221.7824],
        [323.8397, 221.8045]], device='cuda:0', dtype=torch.float64)"
0.948247931273948,0.970294871315757,"tensor([[324., 185.],
        [401., 185.],
        [401., 222.],
        [324., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[323.8644, 184.8839],
        [400.7608, 184.8839],
        [400.7608, 222.2500],
        [323.8644, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[323.6452, 184.9818],
        [399.2054, 185.0015],
        [399.3305, 222.0227],
        [323.7703, 222.0030]], device='cuda:0', dtype=torch.float64)"
0.951472258381836,0.953312127647969,"tensor([[321., 185.],
        [398., 185.],
        [398., 222.],
        [321., 222.]], device='cuda:0', dtype=torch.float64)","tensor([[319.8443, 184.8839],
        [396.7407, 184.8839],
        [396.7407, 222.2500],
        [319.8443, 222.2500]], device='cuda:0', dtype=torch.float64)","tensor([[320.3517, 185.3273],
        [395.2736, 185.3442],
        [395.9276, 222.0219],
        [321.0057, 222.0049]], device='cuda:0', dtype=torch.float64)"
